record_id,bus_id,agency_id,linea,speed_kmh,distance_meters,day_of_week,time_of_day_min,scheduled_deviation_min,travel_time_to_next_stop_sec
72814274,"55","70","71",0.00,1495,6,1215,0.00,1495
72814273,"58","70","328",0.00,1931,6,1215,0.00,1800
72814272,"53","70","300",5.00,6640,6,1215,4.00,1800
72814271,"23","70","17",11.00,794,6,1215,0.00,260
72814270,"90","70","300",2.00,697,6,1215,0.00,697
72814269,"169","70","316",13.00,892,6,1215,0.00,247
72814268,"157","70","17",9.00,1919,6,1215,0.00,768
72814267,"13","70","300",30.00,336,6,1215,0.00,40
72814266,"31","70","306",28.00,361,6,1215,-2.00,10
72814265,"1098","70","L13",24.00,1195,6,1215,-2.00,59
72814264,"109","70","300",0.00,1144,6,1215,0.00,1144
72814263,"57","70","306",43.00,1171,6,1215,2.00,218
72814262,"42","70","316",2.00,1233,6,1215,8.00,1713
72814261,"40","70","306",0.00,1279,6,1215,0.00,1279
72814260,"45","70","306",38.00,1002,6,1215,-3.00,10
72814259,"92","70","370",1.00,1053,6,1215,0.00,1053
72814258,"82","70","300",8.00,1497,6,1215,0.00,674
72814257,"163","70","306",14.00,1678,6,1215,0.00,431
72814256,"105","70","71",0.00,1828,6,1215,0.00,1800
72814255,"166","70","330",33.00,213,6,1215,0.00,23
72814254,"80","70","370",0.00,1941,6,1215,0.00,1800
72814253,"85","70","306",28.00,998,6,1215,0.00,128
72814252,"62","70","329",0.00,990,6,1215,0.00,990
72814251,"155","70","328",15.00,1445,6,1215,0.00,347
72814250,"108","70","306",2.00,1491,6,1215,0.00,1491
72814249,"1096","70","L13",39.00,1832,6,1215,-1.00,109
72814248,"17","70","370",0.00,1001,6,1215,0.00,1001
72814247,"159","70","330",5.00,691,6,1215,0.00,498
72814246,"22","70","306",15.00,249,6,1215,-6.00,10
72814245,"111","70","329",14.00,1755,6,1215,0.00,451
72814244,"54","70","306",0.00,362,6,1215,0.00,362
72814243,"61","20","546",39.00,285,6,1215,8.00,506
72814242,"94","20","538",16.00,897,6,1215,18.00,1282
72814241,"114","20","L38",0.00,301,6,1215,0.00,301
72814240,"51","20","505",0.00,5470,6,1215,0.00,1800
72814239,"48","20","582",0.00,587,6,1215,0.00,587
72814238,"132","20","505",32.00,552,6,1215,0.00,62
72814237,"69","20","505",40.00,10020,6,1215,18.00,1800
72814236,"23","20","538",16.00,339,6,1215,-9.00,10
72814235,"82","20","522",38.00,1657,6,1215,0.00,157
72814234,"73","20","546",7.00,724,6,1215,0.00,372
72814233,"13","20","538",0.00,1619,6,1215,0.00,1619
72814232,"77","20","582",5.00,1553,6,1215,0.00,1118
72814231,"44","20","526",33.00,228,6,1215,0.00,25
72814230,"84","20","522",0.00,1855,6,1215,0.00,1800
72814229,"43","20","524",0.00,378,6,1215,0.00,378
72814228,"93","20","546",17.00,918,6,1215,0.00,194
72814227,"6","20","526",0.00,516,6,1215,0.00,516
72814226,"46","20","546",16.00,302,6,1215,0.00,68
72814225,"55","20","505",0.00,1460,6,1215,0.00,1460
72814224,"117","20","522",35.00,1495,6,1215,17.00,1174
72814223,"24","20","546",44.00,1346,6,1215,0.00,110
72814222,"114","20","L38",22.00,738,6,1215,4.00,361
72814221,"96","20","505",31.00,1378,6,1215,0.00,160
72814220,"101","20","582",5.00,272,6,1215,0.00,196
72814219,"2","20","546",0.00,888,6,1215,0.00,888
72814218,"99","20","526",25.00,1129,6,1215,7.00,583
72814217,"113","20","L25",48.00,576,6,1215,-4.00,10
72814216,"92","20","538",0.00,1501,6,1215,0.00,1501
72814215,"34","20","505",35.00,490,6,1215,0.00,50
72814214,"59","20","526",50.00,1060,6,1215,-7.00,10
72814213,"67","20","526",0.00,453,6,1215,0.00,453
72814212,"105","20","522",31.00,1094,6,1215,17.00,1147
72814211,"27","20","505",12.00,1739,6,1215,0.00,522
72814210,"56","20","538",2.00,1421,6,1215,20.00,1800
72814209,"90","20","526",8.00,1965,6,1215,4.00,1124
72814208,"64","20","582",11.00,249,6,1215,0.00,81
72814207,"116","20","526",31.00,1381,6,1215,0.00,160
72814206,"94","20","538",12.00,1085,6,1215,0.00,326
72814205,"36","20","582",24.00,1420,6,1215,0.00,213
72814204,"86","20","526",0.00,9780,6,1215,0.00,1800
72814203,"88","20","524",0.00,3820,6,1215,0.00,1800
72814202,"108","20","522",27.00,387,6,1215,-5.00,10
72814201,"67","20","526",0.00,882,6,1215,0.00,882
72814200,"107","20","582",0.00,1863,6,1215,0.00,1800
72814199,"38","20","522",24.00,280,6,1215,0.00,42
72814198,"100","20","522",1.00,484,6,1215,15.00,1384
72814197,"88","20","524",0.00,3820,6,1215,0.00,1800
72814196,"48","20","582",18.00,977,6,1215,2.00,315
72814195,"2","20","546",0.00,1009,6,1215,0.00,1009
72814194,"18","20","582",43.00,1617,6,1215,12.00,855
72814193,"29","20","524",15.00,1667,6,1215,8.00,880
72814192,"60","20","526",0.00,970,6,1215,0.00,970
72814191,"563","50","188",40.00,675,6,1215,2.00,181
72814190,"199","50","L6",26.00,691,6,1215,17.00,1116
72814189,"331","50","156",3.00,1319,6,1215,0.00,1319
72814188,"738","50","109",21.00,756,6,1215,0.00,130
72814187,"972","50","60",0.00,1280,6,1215,0.00,1280
72814186,"1130","50","158",0.00,1654,6,1215,0.00,1654
72814185,"1147","50","CE1",1.00,1135,6,1215,0.00,1135
72814184,"562","50","L46",37.00,1650,6,1215,-12.00,10
72814183,"455","50","185",1.00,639,6,1215,0.00,639
72814182,"124","50","104",34.00,1103,6,1215,8.00,597
72814181,"18","50","105",38.00,1706,6,1215,0.00,162
72814180,"238","50","L15",10.00,490,6,1215,0.00,176
72814179,"35","50","103",39.00,1633,6,1215,0.00,151
72814178,"910","50","110",25.00,1776,6,1215,0.00,256
72814177,"717","50","192",41.00,1321,6,1215,0.00,116
72814176,"244","50","181",0.00,556,6,1215,0.00,556
72814175,"62","50","109",35.00,990,6,1215,10.00,702
72814174,"1118","50","116",30.00,1619,6,1215,4.00,434
72814173,"772","50","163",9.00,1597,6,1215,10.00,1239
72814172,"692","50","147",0.00,932,6,1215,0.00,932
72814171,"392","50","151",31.00,1781,6,1215,0.00,207
72814170,"639","50","137",35.00,588,6,1215,6.00,420
72814169,"56","50","103",21.00,1696,6,1215,-4.00,51
72814168,"293","50","183",44.00,911,6,1215,11.00,735
72814167,"44","50","100",25.00,805,6,1215,5.00,416
72814166,"970","50","121",23.00,1651,6,1215,0.00,258
72814165,"294","50","147",30.00,810,6,1215,0.00,97
72814164,"478","50","147",35.00,241,6,1215,11.00,685
72814163,"602","50","183",12.00,1667,6,1215,9.00,1040
72814162,"770","50","144",2.00,1935,6,1215,0.00,1800
72814161,"78","50","181",0.00,685,6,1215,0.00,685
72814160,"378","50","148",17.00,1917,6,1215,0.00,406
72814159,"947","50","109",1.00,541,6,1215,0.00,541
72814158,"414","50","145",1.00,1907,6,1215,0.00,1800
72814157,"423","50","113",10.00,544,6,1215,17.00,1216
72814156,"84","50","110",19.00,1604,6,1215,0.00,304
72814155,"489","50","181",0.00,1524,6,1215,0.00,1524
72814154,"208","50","137",13.00,526,6,1215,0.00,146
72814153,"816","50","L20",0.00,1025,6,1215,0.00,1025
72814152,"914","50","103",0.00,817,6,1215,0.00,817
72814151,"458","50","192",46.00,745,6,1215,0.00,58
72814150,"970","50","121",30.00,1468,6,1215,19.00,1316
72814149,"632","50","192",0.00,925,6,1215,0.00,925
72814148,"544","50","128",1.00,1780,6,1215,0.00,1780
72814147,"155","50","104",7.00,393,6,1215,0.00,202
72814146,"734","50","174",0.00,1831,6,1215,0.00,1800
72814145,"558","50","192",50.00,604,6,1215,0.00,43
72814144,"1116","50","180",1.00,1854,6,1215,0.00,1800
72814143,"86","50","102",19.00,9780,6,1215,0.00,1800
72814142,"1142","50","183",37.00,1067,6,1215,11.00,764
72814141,"1131","50","163",36.00,395,6,1215,6.00,400
72814140,"198","50","127",29.00,404,6,1215,0.00,50
72814139,"264","50","145",16.00,1605,6,1215,5.00,661
72814138,"148","50","117",28.00,1818,6,1215,0.00,234
72814137,"268","50","145",0.00,1525,6,1215,0.00,1525
72814136,"637","50","105",43.00,445,6,1215,0.00,37
72814135,"640","50","175",0.00,789,6,1215,0.00,789
72814134,"611","50","185",9.00,905,6,1215,0.00,362
72814133,"1100","50","103",1.00,1248,6,1215,0.00,1248
72814132,"1048","50","E14",34.00,1385,6,1215,0.00,147
72814131,"561","50","130",19.00,1419,6,1215,0.00,269
72814130,"946","50","100",1.00,632,6,1215,11.00,1292
72814129,"530","50","127",16.00,1258,6,1215,0.00,283
72814128,"165","50","195",17.00,1884,6,1215,0.00,399
72814127,"686","50","185",35.00,647,6,1215,7.00,487
72814126,"705","50","115",16.00,378,6,1215,8.00,565
72814125,"166","50","195",27.00,1753,6,1215,0.00,234
72814124,"894","50","G11",38.00,1247,6,1215,6.00,478
72814123,"175","50","130",39.00,1661,6,1215,12.00,873
72814122,"461","50","175",26.00,1167,6,1215,0.00,162
72814121,"443","50","155",24.00,675,6,1215,-1.00,41
72814120,"39","50","185",27.00,1106,6,1215,0.00,147
72814119,"259","50","142",2.00,1911,6,1215,0.00,1800
72814118,"818","50","21",20.00,1227,6,1215,0.00,221
72814117,"515","50","169",0.00,222,6,1215,0.00,222
72814116,"714","50","124",18.00,1390,6,1215,-3.00,98
72814115,"349","50","183",1.00,1559,6,1215,0.00,1559
72814114,"744","50","185",0.00,273,6,1215,0.00,273
72814113,"926","50","L15",28.00,1146,6,1215,8.00,627
72814112,"1133","50","174",18.00,1261,6,1215,0.00,252
72814111,"616","50","124",69.00,897,6,1215,0.00,47
72814110,"890","50","D8",0.00,200,6,1215,0.00,200
72814109,"894","50","G11",43.00,888,6,1215,12.00,794
72814108,"1144","50","E14",25.00,1143,6,1215,-4.00,10
72814107,"169","50","127",24.00,296,6,1215,0.00,44
72814106,"785","50","L41",15.00,662,6,1215,0.00,159
72814105,"691","50","175",20.00,1401,6,1215,0.00,252
72814104,"299","50","60",0.00,841,6,1215,0.00,841
72814103,"712","50","121",25.00,1910,6,1215,0.00,275
72814102,"14","50","103",29.00,497,6,1215,4.00,302
72814101,"495","50","21",0.00,1355,6,1215,0.00,1355
72814100,"488","50","183",0.00,291,6,1215,0.00,291
72814099,"341","50","60",0.00,1994,6,1215,0.00,1800
72814098,"132","50","117",17.00,1320,6,1215,0.00,280
72814097,"824","50","158",26.00,1949,6,1215,20.00,1470
72814096,"46","50","110",30.00,244,6,1215,11.00,689
72814095,"987","50","142",29.00,1649,6,1215,-3.00,25
72814094,"862","50","CE1",2.00,353,6,1215,0.00,353
72814093,"93","50","181",12.00,892,6,1215,17.00,1288
72814092,"71","50","103",49.00,11740,6,1215,0.00,863
72814091,"974","50","145",11.00,915,6,1215,4.00,539
72814090,"137","50","121",31.00,1017,6,1215,19.00,1258
72814089,"990","50","163",14.00,959,6,1215,0.00,247
72814088,"892","50","183",22.00,735,6,1215,0.00,120
72814087,"338","50","158",36.00,692,6,1215,-5.00,10
72814086,"653","50","191",0.00,1698,6,1215,0.00,1698
72814085,"731","50","137",32.00,1797,6,1215,10.00,802
72814084,"670","50","110",44.00,522,6,1215,14.00,883
72814083,"97","50","64",3.00,694,6,1215,6.00,1054
72814082,"518","50","149",19.00,1363,6,1215,7.00,678
72814081,"688","50","149",20.00,1551,6,1215,0.00,279
72814080,"230","50","137",2.00,409,6,1215,0.00,409
72814079,"721","50","199",1.00,743,6,1215,0.00,743
72814078,"753","50","174",22.00,1738,6,1215,0.00,284
72814077,"241","50","L4",34.00,806,6,1215,9.00,625
72814076,"251","50","144",1.00,1277,6,1215,0.00,1277
72814075,"300","50","148",32.00,973,6,1215,0.00,109
72814074,"243","50","145",22.00,1731,6,1215,13.00,1063
72814073,"286","50","145",34.00,1802,6,1215,0.00,191
72814072,"136","50","121",18.00,966,6,1215,20.00,1393
72814071,"349","50","183",7.00,1599,6,1215,0.00,822
72814070,"572","50","181",33.00,846,6,1215,14.00,932
72814069,"798","50","L39",40.00,1678,6,1215,8.00,631
72814068,"209","50","127",17.00,663,6,1215,0.00,140
72814067,"69","50","103",0.00,10020,6,1215,0.00,1800
72814066,"30","50","103",0.00,615,6,1215,0.00,615
72814065,"232","50","124",32.00,441,6,1215,10.00,650
72814064,"707","50","21",3.00,1188,6,1215,0.00,1188
72814063,"724","50","174",1.00,1373,6,1215,-14.00,533
72814062,"477","50","130",12.00,537,6,1215,0.00,161
72814061,"72","50","L9",8.00,1989,6,1215,0.00,895
72814060,"648","50","149",1.00,436,6,1215,0.00,436
72814059,"1126","50","143",26.00,224,6,1215,8.00,511
72814058,"53","50","100",13.00,6640,6,1215,0.00,1800
72814057,"588","50","199",12.00,1573,6,1215,9.00,1012
72814056,"502","50","181",30.00,482,6,1215,12.00,778
72814055,"228","50","125",24.00,789,6,1215,9.00,658
72814054,"47","50","102",0.00,851,6,1215,0.00,851
72814053,"387","50","185",25.00,408,6,1215,0.00,59
72814052,"761","50","192",1.00,305,6,1215,0.00,305
72814051,"968","50","110",20.00,856,6,1215,0.00,154
72814050,"420","50","G8",25.00,269,6,1215,-4.00,10
72814049,"45","50","185",0.00,1999,6,1215,0.00,1800
72814048,"99","50","111",2.00,1452,6,1215,0.00,1452
72814047,"1107","50","105",11.00,1544,6,1215,0.00,505
72814046,"402","50","199",10.00,1605,6,1215,0.00,578
72814045,"579","50","192",1.00,896,6,1215,0.00,896
72814044,"297","50","163",34.00,1746,6,1215,0.00,185
72814043,"485","50","L3",36.00,1354,6,1215,0.00,135
72814042,"24","50","169",10.00,482,6,1215,-9.00,10
72814041,"924","50","102",37.00,1159,6,1215,-4.00,10
72814040,"1013","50","D8",24.00,1225,6,1215,11.00,844
72814039,"245","50","L40",25.00,605,6,1215,5.00,387
72814038,"624","50","127",32.00,1553,6,1215,0.00,175
72814037,"536","50","142",0.00,1057,6,1215,0.00,1057
72814036,"559","50","187",28.00,882,6,1215,5.00,413
72814035,"575","50","125",4.00,1948,6,1215,-1.00,1693
72814034,"614","50","102",41.00,1801,6,1215,7.00,578
72814033,"359","50","103",24.00,1614,6,1215,0.00,242
72814032,"269","50","145",35.00,1591,6,1215,19.00,1304
72814031,"956","50","104",17.00,750,6,1215,-1.00,99
72814030,"693","50","148",24.00,624,6,1215,-12.00,10
72814029,"32","50","D1",28.00,1916,6,1215,2.00,366
72814028,"224","50","137",0.00,445,6,1215,0.00,445
72814027,"776","50","112",35.00,772,6,1215,4.00,319
72814026,"131","50","149",1.00,683,6,1215,0.00,683
72814025,"662","50","149",22.00,1335,6,1215,0.00,218
72814024,"240","50","130",4.00,943,6,1215,11.00,1509
72814023,"139","50","121",2.00,1454,6,1215,-8.00,974
72814022,"40","50","109",2.00,1467,6,1215,0.00,1467
72814021,"926","50","L15",25.00,220,6,1215,0.00,32
72814020,"23","50","102",0.00,1304,6,1215,0.00,1304
72814019,"986","50","100",2.00,361,6,1215,0.00,361
72814018,"732","50","128",20.00,1429,6,1215,0.00,257
72814017,"2","50","103",44.00,906,6,1215,-9.00,10
72814016,"722","50","103",37.00,1282,6,1215,0.00,125
72814015,"748","50","148",36.00,918,6,1215,0.00,92
72814014,"168","50","128",23.00,509,6,1215,4.00,320
72814013,"215","50","137",35.00,313,6,1215,9.00,572
72814012,"553","50","157",38.00,229,6,1215,-2.00,10
72814011,"755","50","60",4.00,1789,6,1215,2.00,1730
72814010,"580","50","137",31.00,1435,6,1215,11.00,827
72814009,"50","50","109",26.00,1455,6,1215,4.00,441
72814008,"472","50","181",9.00,234,6,1215,0.00,94
72814007,"749","50","169",0.00,1294,6,1215,0.00,1294
72814006,"963","50","103",0.00,270,6,1215,0.00,270
72814005,"517","50","L2",5.00,1085,6,1215,0.00,781
72814004,"411","50","180",18.00,30,6,1215,0.00,10
72814003,"950","50","183",2.00,1860,6,1215,0.00,1800
72814002,"242","50","137",16.00,1976,6,1215,10.00,1045
72814001,"574","50","144",1.00,644,6,1215,0.00,644
72814000,"826","50","125",9.00,491,6,1215,12.00,916
72813999,"34","50","110",17.00,1591,6,1215,0.00,337
72813998,"142","50","116",4.00,1901,6,1215,0.00,1711
72813997,"441","50","111",18.00,566,6,1215,0.00,113
72813996,"151","50","116",0.00,1489,6,1215,0.00,1489
72813995,"364","50","158",1.00,1874,6,1215,0.00,1800
72813994,"126","50","116",35.00,408,6,1215,9.00,582
72813993,"642","50","124",18.00,403,6,1215,-10.00,10
72813992,"41","50","L9",11.00,1322,6,1215,5.00,733
72813991,"256","50","60",35.00,1668,6,1215,0.00,172
72813990,"599","50","110",0.00,1457,6,1215,0.00,1457
72813989,"878","50","D8",46.00,1427,6,1215,20.00,1312
72813988,"1111","50","L36",33.00,1279,6,1215,-5.00,10
72813987,"1054","50","CE1",35.00,1328,6,1215,0.00,137
72813986,"376","50","163",1.00,951,6,1215,-13.00,171
72813985,"643","50","130",15.00,448,6,1215,10.00,708
72813984,"1145","50","CE2",25.00,831,6,1215,0.00,120
72813983,"283","50","144",39.00,1840,6,1215,6.00,530
72813982,"663","50","103",14.00,1969,6,1215,0.00,506
72813981,"91","50","103",36.00,308,6,1215,0.00,31
72813980,"51","50","192",4.00,5470,6,1215,0.00,1800
72813979,"176","50","127",1.00,5160,6,1215,8.00,1800
72813978,"278","50","142",35.00,1976,6,1215,9.00,743
72813977,"690","50","145",20.00,1581,6,1215,8.00,765
72813976,"906","50","L15",0.00,684,6,1215,0.00,684
72813975,"955","50","145",0.00,1923,6,1215,0.00,1800
72813974,"183","50","L28",29.00,1606,6,1215,3.00,379
72813973,"435","50","192",26.00,1067,6,1215,0.00,148
72813972,"377","50","199",26.00,1138,6,1215,0.00,158
72813971,"520","50","199",0.00,1894,6,1215,0.00,1800
72813970,"797","50","145",24.00,655,6,1215,0.00,98
72813969,"991","50","148",30.00,1770,6,1215,8.00,692
72813968,"773","50","L35",31.00,743,6,1215,8.00,566
72813967,"814","50","175",2.00,506,6,1215,0.00,506
72813966,"427","50","163",1.00,1383,6,1215,0.00,1383
72813965,"354","50","158",8.00,1778,6,1215,-2.00,680
72813964,"546","50","CE1",2.00,1155,6,1215,0.00,1155
72813963,"1088","50","175",36.00,1281,6,1215,15.00,1028
72813962,"938","50","60",23.00,1041,6,1215,-13.00,10
72813961,"925","50","181",9.00,488,6,1215,0.00,195
72813960,"327","50","148",0.00,999,6,1215,0.00,999
72813959,"447","50","195",35.00,1066,6,1215,0.00,110
72813958,"415","50","151",26.00,1532,6,1215,0.00,212
72813957,"1053","50","CE1",20.00,1156,6,1215,0.00,208
72813956,"99","50","111",11.00,792,6,1215,7.00,679
72813955,"480","50","183",40.00,1226,6,1215,13.00,890
72813954,"7","50","110",21.00,1594,6,1215,-1.00,213
72813953,"318","50","199",19.00,241,6,1215,20.00,1246
72813952,"65","50","112",0.00,1967,6,1215,0.00,1800
72813951,"589","50","145",3.00,1353,6,1215,0.00,1353
72813950,"245","50","L40",17.00,1724,6,1215,10.00,965
72813949,"499","50","180",1.00,496,6,1215,0.00,496
72813948,"644","50","163",16.00,1014,6,1215,0.00,228
72813947,"241","50","L4",8.00,1531,6,1215,7.00,1109
72813946,"1053","50","CE1",0.00,1551,6,1215,0.00,1551
72813945,"462","50","174",4.00,1771,6,1215,0.00,1594
72813944,"557","50","175",49.00,1696,6,1215,0.00,125
72813943,"1122","50","105",25.00,1148,6,1215,-6.00,10
72813942,"598","50","L4",27.00,414,6,1215,9.00,595
72813941,"204","50","110",34.00,1271,6,1215,4.00,375
72813940,"533","50","L1",34.00,1488,6,1215,-2.00,38
72813939,"383","50","158",39.00,835,6,1215,2.00,197
72813938,"367","50","151",30.00,613,6,1215,0.00,74
72813937,"137","50","121",16.00,1971,6,1215,0.00,443
72813936,"758","50","147",33.00,1899,6,1215,0.00,207
72813935,"769","50","181",1.00,1107,6,1215,0.00,1107
72813934,"991","50","148",0.00,537,6,1215,0.00,537
72813933,"859","50","CE1",23.00,1730,6,1215,0.00,271
72813932,"223","50","137",18.00,1035,6,1215,0.00,207
72813931,"147","50","121",20.00,1407,6,1215,0.00,253
72813930,"713","50","111",0.00,1087,6,1215,0.00,1087
72813929,"277","50","144",23.00,785,6,1215,3.00,303
72813928,"796","50","124",31.00,328,6,1215,0.00,38
72813927,"162","50","195",34.00,764,6,1215,0.00,81
72813926,"983","50","183",18.00,746,6,1215,20.00,1349
72813925,"568","50","175",17.00,1450,6,1215,0.00,307
72813924,"121","50","121",6.00,1958,6,1215,-9.00,635
72813923,"705","50","115",18.00,1140,6,1215,12.00,948
72813922,"219","50","125",2.00,1647,6,1215,1.00,1707
72813921,"501","50","185",44.00,1172,6,1215,7.00,516
72813920,"250","50","144",14.00,269,6,1215,0.00,69
72813919,"900","50","163",30.00,1004,6,1215,0.00,120
72813918,"1075","50","191",1.00,542,6,1215,3.00,722
72813917,"190","50","195",24.00,1308,6,1215,0.00,196
72813916,"1126","50","143",7.00,1060,6,1215,4.00,785
72813915,"535","50","149",1.00,1243,6,1215,5.00,1543
72813914,"168","50","128",0.00,1029,6,1215,0.00,1029
72813913,"618","50","128",27.00,1607,6,1215,-2.00,94
72813912,"600","50","128",17.00,1620,6,1215,12.00,1063
72813911,"607","50","116",2.00,650,6,1215,0.00,650
72813910,"291","50","142",0.00,1229,6,1215,0.00,1229
72813909,"546","50","CE1",9.00,341,6,1215,0.00,136
72813908,"928","50","103",1.00,504,6,1215,0.00,504
72813907,"118","50","121",28.00,204,6,1215,0.00,26
72813906,"828","50","183",8.00,1716,6,1215,0.00,772
72813905,"233","50","195",9.00,843,6,1215,0.00,337
72813904,"404","50","151",34.00,1011,6,1215,1.00,167
72813903,"87","50","100",22.00,325,6,1215,20.00,1253
72813902,"329","50","147",0.00,1655,6,1215,0.00,1655
72813901,"66","50","21",2.00,1861,6,1215,0.00,1800
72813900,"769","50","181",0.00,529,6,1215,0.00,529
72813899,"1106","50","109",1.00,500,6,1215,0.00,500
72813898,"1085","50","174",2.00,762,6,1215,0.00,762
72813897,"1050","50","CE1",0.00,1826,6,1215,0.00,1800
72813896,"405","50","199",0.00,599,6,1215,0.00,599
72813895,"384","50","151",0.00,1577,6,1215,0.00,1577
72813894,"989","50","174",27.00,630,6,1215,13.00,864
72813893,"233","50","195",0.00,1416,6,1215,0.00,1416
